DATE_TIME,DC_POWER,AC_POWER,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION,IRRADIANCE_CORRECTED,EFFICIENCY,TEMP_DELTA,HOUR,DOY,POWER_RATIO
2020-05-16 17:00:00,86.46277056277056,84.21704545454544,31.700234481034485,33.261509175862074,0.05993811740201145,239.7524696080458,0.3606334929693211,1.5612746948275884,17,137,0.9740266811529622
2020-05-16 17:30:00,11.843787878787879,11.429274891774892,30.875261952873572,28.023175822988495,0.0041130020732758,16.452008293103198,0.7198992164228899,-2.852086129885077,17,137,0.965001653925652
2020-05-16 18:00:00,0.0,0.0,29.016219655172417,26.25001072413793,0.00042744677137929995,1.7097870855171997,0.0,-2.7662089310344875,18,137,
2020-05-16 18:30:00,0.0,0.0,29.374429816666666,26.03418838333334,0.0009095487798333,3.6381951193332,0.0,-3.3402414333333255,18,137,
2020-05-16 19:00:00,0.0,0.0,30.098999822413795,28.4235321,0.0007567883382563166,3.0271533530252666,0.0,-1.6754677224137957,19,137,
2020-05-16 19:30:00,,,,,,,,,19,137,
2020-05-16 20:00:00,,,,,,,,,20,137,
2020-05-16 20:30:00,,,,,,,,,20,137,
2020-05-16 21:00:00,,,,,,,,,21,137,
2020-05-16 21:30:00,,,,,,,,,21,137,
2020-05-16 22:00:00,,,,,,,,,22,137,
2020-05-16 22:30:00,,,,,,,,,22,137,
2020-05-16 23:00:00,,,,,,,,,23,137,
2020-05-16 23:30:00,,,,,,,,,23,137,
2020-05-17 00:00:00,,,,,,,,,0,138,
2020-05-17 00:30:00,,,,,,,,,0,138,
2020-05-17 01:00:00,,,,,,,,,1,138,
2020-05-17 01:30:00,,,,,,,,,1,138,
2020-05-17 02:00:00,,,,,,,,,2,138,
2020-05-17 02:30:00,,,,,,,,,2,138,
2020-05-17 03:00:00,,,,,,,,,3,138,
2020-05-17 03:30:00,,,,,,,,,3,138,
2020-05-17 04:00:00,0.0,0.0,24.637875333333326,23.12236843333333,4.478824343333332e-05,0.17915297373333328,0.0,-1.5155068999999948,4,138,
2020-05-17 04:30:00,,,,,,,,,4,138,
2020-05-17 05:00:00,,,,,,,,,5,138,
2020-05-17 05:30:00,0.0,0.0,24.473037241379306,22.776863793103452,9.398705537931033e-05,0.37594822151724133,0.0,-1.6961734482758537,5,138,
2020-05-17 06:00:00,13.993354978354978,13.50904761904762,24.687829748850575,23.530453847126434,0.01195520270563215,47.8208108225286,0.29262061302738607,-1.1573759017241407,6,138,0.9653901898396425
2020-05-17 06:30:00,39.38514069264069,38.06797619047619,25.4074254816092,25.08889506666667,0.028736145142528702,114.94458057011481,0.34264460749079184,-0.3185304149425292,6,138,0.9665568161240409
2020-05-17 07:00:00,85.1230735930736,82.62361471861472,25.929561140804594,26.474043337356317,0.05855189267241379,234.20757068965517,0.363451417656643,0.5444821965517228,7,138,0.9706371167187006
2020-05-17 07:30:00,257.9585173160173,253.0509632034632,27.139944950000004,30.706828366666663,0.1813879537499999,725.5518149999996,0.3555342457740492,3.566883416666659,7,138,0.9809754135524743
2020-05-17 08:00:00,584.2042424242425,572.5316666666666,28.878190589655173,40.598028800574724,0.4462151032356321,1784.8604129425285,0.3273108855953172,11.719838210919551,8,138,0.9800197004576024
2020-05-17 08:30:00,648.5033549783549,635.248841991342,29.83860226149425,44.890905854022996,0.49149374889655156,1965.9749955862062,0.32986348068225907,15.052303592528748,8,138,0.979561381008653
2020-05-17 09:00:00,824.9725324675325,807.280183982684,30.37658243908046,46.360155000000006,0.6242619502988505,2497.047801195402,0.33037915096082526,15.983572560919544,9,138,0.9785540150871086
2020-05-17 09:30:00,795.8660497835498,778.4224567099566,31.718992727586205,50.95804905517241,0.7023469727586207,2809.387891034483,0.28328806154656455,19.239056327586205,9,138,0.9780822500490662
2020-05-17 10:00:00,667.9410497835498,653.5734307359307,32.33893795,50.71381075,0.6239510141666667,2495.8040566666664,0.2676255966486549,18.3748728,10,138,0.9784896899924402
2020-05-17 10:30:00,774.4961038961038,757.3528463203463,32.712635847126435,49.58657994885057,0.7097494009770116,2838.997603908046,0.27280618441874155,16.873944101724135,10,138,0.9778652759006555
2020-05-17 11:00:00,657.3929329004329,642.8166666666666,33.69606269770115,51.253360235057464,0.713017867137931,2852.071468551724,0.23049665485215057,17.557297537356312,11,138,0.9778271631709585
2020-05-17 11:30:00,599.1601948051948,586.8575649350649,33.826348696551726,46.42042709597701,0.47673518726436775,1906.940749057471,0.31419969136499765,12.594078399425285,11,138,0.979466877177764
2020-05-17 12:00:00,781.5399134199134,765.0349350649351,33.953567638505746,47.73297957183908,0.5518123898563219,2207.2495594252873,0.35407863604847967,13.779411933333336,12,138,0.9788814645655719
2020-05-17 12:30:00,844.6334523809523,826.1964285714286,34.48425218505748,50.73724161034484,0.6628244133678161,2651.2976534712643,0.3185736053721087,16.25298942528736,12,138,0.9781715680837039
2020-05-17 13:00:00,757.6285714285714,740.4525541125541,35.27752679482759,55.15125681781608,0.7772835118793104,3109.134047517242,0.24367832324037805,19.873730022988497,13,138,0.9773292376188633
2020-05-17 13:30:00,631.4060064935065,617.148409090909,36.15904142988506,57.2012044143678,0.7250157474770115,2900.062989908046,0.21772148008189537,21.042162984482744,13,138,0.9774192876596524
2020-05-17 14:00:00,757.8774783549784,740.8340692640693,36.550500466666676,53.71795093333333,0.7556365811666667,3022.546324666667,0.2507413938274573,17.16745046666665,14,138,0.977511656464706
2020-05-17 14:30:00,666.7119696969697,652.7902597402598,36.68221380114943,50.24884012528735,0.5391325007068967,2156.5300028275865,0.3091596077136855,13.566626324137921,14,138,0.9791188540337178
2020-05-17 15:00:00,394.9022077922078,387.89897186147186,35.76443644137931,43.15247571436782,0.2732617771149425,1093.04710845977,0.36128562505295014,7.388039272988507,15,138,0.9822658982589915
2020-05-17 15:30:00,417.3702380952381,409.9778138528138,35.5621729362069,41.12416490287356,0.28082643118965517,1123.3057247586207,0.37155533787110706,5.56199196666666,15,138,0.9822880896439543
2020-05-17 16:00:00,525.387166999667,515.2365251415251,35.5782578962963,41.55557113148148,0.353770438648148,1415.081754592592,0.37127689993496393,5.9773132351851785,16,138,0.9806796920524169
2020-05-17 16:30:00,524.119880952381,513.8492748917749,36.260718233333336,44.07104388333333,0.3542762254999999,1417.1049019999996,0.36985256364061403,7.810325649999996,16,138,0.980404089915568
2020-05-17 17:00:00,146.4749891774892,143.05409090909092,35.30126781954023,37.514761129885045,0.10312980744999996,412.51922979999983,0.35507433010699674,2.2134933103448162,17,138,0.9766451713865427
2020-05-17 17:30:00,170.6907359307359,166.95996753246752,35.18351056206896,36.890843756321836,0.11928364060229879,477.13456240919515,0.3577412943402534,1.7073331942528753,17,138,0.9781431114118443
2020-05-17 18:00:00,70.4385606060606,68.35535714285714,34.418676359195395,34.527194009195405,0.04688806065574705,187.5522426229882,0.3755676798152398,0.10851765000001024,18,138,0.9704252408726219
2020-05-17 18:30:00,7.140844155844156,6.88948051948052,33.82243973333334,31.868562866666664,0.0048542384033333,19.416953613333202,0.36776336278316557,-1.9538768666666755,18,138,0.9647991706753722
2020-05-17 19:00:00,,,,,,,,,19,138,
2020-05-17 19:30:00,,,,,,,,,19,138,
2020-05-17 20:00:00,,,,,,,,,20,138,
2020-05-17 20:30:00,,,,,,,,,20,138,
2020-05-17 21:00:00,,,,,,,,,21,138,
2020-05-17 21:30:00,,,,,,,,,21,138,
2020-05-17 22:00:00,0.0,0.0,26.32278346666666,24.444667433333333,0.0016489731516666,6.5958926066664,0.0,-1.8781160333333276,22,138,
2020-05-17 22:30:00,0.0,0.0,26.451263843103447,25.393751674712643,0.00148814605325285,5.9525842130113995,0.0,-1.0575121683908044,22,138,
2020-05-17 23:00:00,0.0,0.0,25.783039828160916,25.49237574655173,0.0004444238107011,1.7776952428044,0.0,-0.29066408160918655,23,138,
2020-05-17 23:30:00,,,,,,,,,23,138,
2020-05-18 00:00:00,,,,,,,,,0,139,
2020-05-18 00:30:00,,,,,,,,,0,139,
2020-05-18 01:00:00,,,,,,,,,1,139,
2020-05-18 01:30:00,,,,,,,,,1,139,
2020-05-18 02:00:00,,,,,,,,,2,139,
2020-05-18 02:30:00,,,,,,,,,2,139,
2020-05-18 03:00:00,,,,,,,,,3,139,
2020-05-18 03:30:00,0.0,0.0,24.53237548850575,23.96625244482758,6.384459356321839e-05,0.2553783742528735,0.0,-0.5661230436781679,3,139,
2020-05-18 04:00:00,0.0,0.0,23.24427496666667,22.8459626,0.0003083751808666,1.2335007234664002,0.0,-0.39831236666666925,4,139,
2020-05-18 04:30:00,,,,,,,,,4,139,
2020-05-18 05:00:00,0.0,0.0,21.226854034482763,21.11130072413793,2.7799756655172406e-05,0.11119902662068963,0.0,-0.11555331034483274,5,139,
2020-05-18 05:30:00,,,,,,,,,5,139,
2020-05-18 06:00:00,0.0,0.0,21.668409116666666,21.109305266666663,0.0005547424351833,2.2189697407332,0.0,-0.5591038500000032,6,139,
2020-05-18 06:30:00,0.0,0.0,22.064966420689657,21.342278233908043,0.0024986907525287,9.9947630101148,0.0,-0.722688186781614,6,139,
2020-05-18 07:00:00,9.112564935064935,8.790811688311688,22.479342856896555,21.633620759770114,0.0089234258971264,35.6937035885056,0.25529894684281074,-0.8457220971264405,7,139,0.9646912533358036
2020-05-18 07:30:00,43.54383116883117,42.1340367965368,23.048221872413794,22.37880587586207,0.029935837466091898,119.74334986436759,0.36364300162099145,-0.6694159965517237,7,139,0.9676235568976873
2020-05-18 08:00:00,246.96266233766235,242.27567099567102,23.811050467241376,25.609643321839076,0.162682748691954,650.730994767816,0.3795157512449209,1.7985928545977004,8,139,0.9810214576664104
2020-05-18 08:30:00,492.3251406926407,482.891038961039,25.752577699999996,31.795489083333333,0.3407005886666667,1362.8023546666668,0.36125938512416234,6.042911383333337,8,139,0.9808376600099498
2020-05-18 09:00:00,627.6292640692641,614.8796212121212,26.789151168965518,35.874754227011486,0.4480664178448276,1792.2656713793103,0.3501876279236251,9.085603058045969,9,139,0.9796860287003191
2020-05-18 09:30:00,788.936525974026,771.8204112554112,27.51339777586207,38.900603103448276,0.6407050434482758,2562.8201737931035,0.30783920543529986,11.387205327586205,9,139,0.9783048266177267
2020-05-18 10:00:00,714.2230303030302,698.3815367965368,28.09509415057472,40.89041005632184,0.6745840626551723,2698.3362506206895,0.26469015125106804,12.79531590574712,10,139,0.9778199626245989
2020-05-18 10:30:00,555.3681601731602,543.9893398268398,28.204257749999996,38.0107671,0.4553729196666667,1821.4916786666668,0.3048974456911547,9.806509350000006,10,139,0.9795112122690424
2020-05-18 11:00:00,784.5646103896105,766.9903463203464,29.1099635408046,43.04012996034483,0.7009918950344827,2803.967580137931,0.27980516463425614,13.930166419540228,11,139,0.9775999785912637
2020-05-18 11:30:00,788.0382034632034,769.1603787878787,29.614433903448283,46.589601436781614,0.8036780329080458,3214.712131632183,0.24513492070069065,16.97516753333333,11,139,0.9760445310996826
2020-05-18 12:00:00,756.7645346320346,738.2970779220778,30.21128462471264,49.20839415287355,0.8457797500632185,3383.119000252874,0.22368841727869154,18.997109528160912,12,139,0.9755968258753877
2020-05-18 12:30:00,744.4058982683982,726.29091991342,30.580931299425288,48.8775449775862,0.8108616529999999,3243.4466119999997,0.22951076040970403,18.29661367816091,12,139,0.9756651869670613
2020-05-18 13:00:00,693.5360606060606,676.8615367965368,31.05341501954024,47.70955998275861,0.7993221946321838,3197.2887785287353,0.21691380061240456,16.656144963218374,13,139,0.9759572360304489
2020-05-18 13:30:00,753.2983982683983,735.0556601731602,32.17818223333333,50.47143783333334,0.8133764448333334,3253.5057793333335,0.23153436611468214,18.29325560000001,13,139,0.9757828529342787
2020-05-18 14:00:00,771.0586471861471,753.5623701298701,32.799339292528735,50.5474973,0.7524508339770115,3009.803335908046,0.25618240168290657,17.748158007471268,14,139,0.9773087596901652
2020-05-18 14:30:00,781.7458982683983,764.4309956709957,33.422580198850575,49.84861875862069,0.6892765574310344,2757.106229724138,0.283538548439106,16.426038559770113,14,139,0.9778509837585898
2020-05-18 15:00:00,725.2842316017316,709.8127489177489,33.80919727758621,47.73898776954022,0.5518021812241382,2207.2087248965527,0.3285979361266453,13.929790491954016,15,139,0.9786683868063488
2020-05-18 15:30:00,508.4662121212121,498.6968831168831,33.50909606034483,41.899601760344815,0.34651317505747126,1386.052700229885,0.36684479027159644,8.390505699999984,15,139,0.9807866702419155
2020-05-18 16:00:00,585.9448268398269,574.1836688311688,34.14203781264368,42.475177900574714,0.3972316134195401,1588.9264536781604,0.3687677459730373,8.333140087931035,16,139,0.979927874656579
2020-05-18 16:30:00,326.2630627705628,320.270974025974,32.964641787931036,38.47091442068965,0.2216496084540229,886.5984338160916,0.36799417901773557,5.506272632758616,16,139,0.9816341798127403
2020-05-18 17:00:00,221.13542207792207,216.79814935064934,32.061120042528735,34.7494146683908,0.14919186299425286,596.7674519770114,0.37055543385506323,2.6882946258620635,17,139,0.9803863501988189
2020-05-18 17:30:00,102.07536796536797,99.22075757575757,31.36990391666666,32.11438220402299,0.07050359333045975,282.014373321839,0.3619509415886333,0.7444782873563263,17,139,0.9720342875415456
2020-05-18 18:00:00,39.3107683982684,38.00854978354978,30.66989699712644,30.03819812183907,0.02786634908563215,111.46539634252859,0.35267239599155975,-0.6316988752873698,18,139,0.9668737430536722
2020-05-18 18:30:00,3.044794372294372,2.9366341991341987,30.20115475,28.815654,0.003138001831666633,12.552007326666534,0.24257429852082357,-1.385500750000002,18,139,0.9644770188278197
2020-05-18 19:00:00,,,,,,,,,19,139,
2020-05-18 19:30:00,,,,,,,,,19,139,
2020-05-18 20:00:00,,,,,,,,,20,139,
2020-05-18 20:30:00,,,,,,,,,20,139,
2020-05-18 21:00:00,,,,,,,,,21,139,
2020-05-18 21:30:00,,,,,,,,,21,139,
2020-05-18 22:00:00,,,,,,,,,22,139,
2020-05-18 22:30:00,,,,,,,,,22,139,
2020-05-18 23:00:00,,,,,,,,,23,139,
2020-05-18 23:30:00,,,,,,,,,23,139,
2020-05-19 00:00:00,,,,,,,,,0,140,
2020-05-19 00:30:00,,,,,,,,,0,140,
2020-05-19 01:00:00,,,,,,,,,1,140,
2020-05-19 01:30:00,,,,,,,,,1,140,
2020-05-19 02:00:00,,,,,,,,,2,140,
2020-05-19 02:30:00,,,,,,,,,2,140,
2020-05-19 03:00:00,,,,,,,,,3,140,
2020-05-19 03:30:00,,,,,,,,,3,140,
2020-05-19 04:00:00,,,,,,,,,4,140,
2020-05-19 04:30:00,,,,,,,,,4,140,
2020-05-19 05:00:00,,,,,,,,,5,140,
2020-05-19 05:30:00,0.0,0.0,24.855137137931035,23.588394655172408,0.0003547446068965,1.418978427586,0.0,-1.2667424827586267,5,140,
2020-05-19 06:00:00,28.748084415584415,27.800151515151516,24.82350182758621,24.065771950574717,0.022185441464540198,88.74176585816079,0.3239521338975103,-0.7577298770114922,6,140,0.9670262238440129
2020-05-19 06:30:00,100.78882034632034,97.92281385281385,24.970762050000005,25.16728516666667,0.0707691333833333,283.0765335333332,0.3560479531393305,0.19652311666666478,6,140,0.9715642421088112
2020-05-19 07:00:00,237.3347727272727,232.62649350649352,25.396232625287357,27.391632206321844,0.17065870583908038,682.6348233563215,0.34767457593265616,1.9953995810344871,7,140,0.9801618651718196
2020-05-19 07:30:00,455.6690151515151,447.0893614718614,26.457268240229883,32.45296280804598,0.3487853909252873,1395.1415637011494,0.3266113110003532,5.995694567816098,7,140,0.9811713033048761
2020-05-19 08:00:00,448.108841991342,439.7029112554112,26.590789776436782,32.07954397298851,0.3321766906091954,1328.7067624367817,0.33725187126280054,5.488754196551728,8,140,0.981241319188044
2020-05-19 08:30:00,413.4064069264069,405.6482792207793,26.811691316666668,33.01594644885058,0.29620245254022987,1184.8098101609194,0.3489221674069854,6.20425513218391,8,140,0.981233653916233
2020-05-19 09:00:00,527.3532034632035,517.0652272727273,27.411020087356324,35.19350067701151,0.38379327551724124,1535.173102068965,0.3435138374639872,7.782480589655183,9,140,0.9804912985776636
2020-05-19 09:30:00,334.0189826839827,328.27228354978354,27.289024979885053,32.239090006896554,0.23091790844252866,923.6716337701147,0.36162091642960864,4.950065027011501,9,140,0.9827952917884426
2020-05-19 10:00:00,265.4309956709957,260.3793614718615,28.251437349999993,36.833105483333334,0.5196750928333334,2078.7003713333334,0.1276908395897102,8.581668133333341,10,140,0.9809681827611583
2020-05-19 10:30:00,737.2613852813853,719.542803030303,30.17146091609196,48.02351416954023,0.8329686395689656,3331.8745582758625,0.2212752528303149,17.85205325344827,10,140,0.97596702797025
2020-05-19 11:00:00,740.5170995670995,722.2458658008658,30.809244774137934,49.8369956321839,0.9535065346781607,3814.026138712643,0.19415627282959524,19.027750858045966,11,140,0.9753263850667122
2020-05-19 11:30:00,718.546158008658,700.7467857142857,31.611262197701148,50.97704744885057,0.9394100206321838,3757.640082528735,0.1912227201720465,19.365785251149422,11,140,0.9752286306231174
2020-05-19 12:00:00,745.0617316017316,726.553658008658,32.31101342183908,52.13296987758621,0.9451498220517242,3780.5992882068967,0.1970750335603823,19.821956455747134,12,140,0.9751590065520007
2020-05-19 12:30:00,711.3750324675325,694.1182792207793,32.727291921839075,51.451449896551715,0.8390941324482758,3356.376529793103,0.211947326574645,18.72415797471264,12,140,0.9757416939600831
2020-05-19 13:00:00,761.3648917748917,742.7736904761905,33.24609323448276,50.81504145344827,0.8378677586206895,3351.471034482758,0.22717334685018253,17.568948218965517,13,140,0.9755817460201488
2020-05-19 13:30:00,725.6026298701298,708.6380627705628,33.73860725344827,51.88527397701149,0.7641975440114941,3056.7901760459763,0.23737403880586674,18.146666723563214,13,140,0.976620030852695
2020-05-19 14:00:00,778.0279761904762,760.7064177489177,34.189420164942526,50.05719118333334,0.6764548312298849,2705.8193249195397,0.28753877578785186,15.867771018390812,14,140,0.9777365866374478
2020-05-19 14:30:00,690.7344913419913,676.0295129870129,34.474225414367815,48.30668331724137,0.5535997394597701,2214.3989578390806,0.31192865625986566,13.832457902873557,14,140,0.9787110987806489
2020-05-19 15:00:00,445.63601731601733,436.99838744588743,33.51617795804597,41.17260588275862,0.301337431,1205.349724,0.36971511955646935,7.656427924712645,15,140,0.980617298569912
2020-05-19 15:30:00,123.28382284382283,120.37309856809857,25.80402448690476,27.017496361904758,0.07063764911726185,282.5505964690474,0.43632476584535623,1.2134718749999998,15,140,0.9763900550081773
2020-05-19 16:00:00,33.20340909090909,32.08920454545454,22.933313250000005,21.12170025,0.02300295125,92.011805,0.3608603166833766,-1.8116130000000048,16,140,0.9664430678667989
2020-05-19 16:30:00,59.26779220779221,57.45872294372294,23.847636598850578,22.083298876436782,0.04114921471666665,164.59685886666662,0.36007851313737826,-1.7643377224137957,16,140,0.9694763513760274
2020-05-19 17:00:00,14.090454545454547,13.601818181818182,23.664005381609197,21.9693352,0.011905170580402252,47.62068232160901,0.29588938794059805,-1.6946701816091974,17,140,0.9653214619826445
2020-05-19 17:30:00,0.0,0.0,23.11737582758621,21.966298689655172,0.004494977084482699,17.979908337930798,0.0,-1.1510771379310363,17,140,
2020-05-19 18:00:00,0.832121212121212,0.802987012987013,22.686029049999995,21.58177443333333,0.00421143547166665,16.845741886666598,0.049396531047399925,-1.1042546166666654,18,140,0.9649880345437521
2020-05-19 18:30:00,0.38863636363636367,0.3748484848484848,23.58515894195402,21.64561446321839,0.0043151120471264,17.260448188505602,0.022516006501799392,-1.9395444787356304,18,140,0.9645224171539959
2020-05-19 19:00:00,0.0,0.0,23.158570272988506,21.518190378160917,0.0011655040859769666,4.662016343907866,0.0,-1.6403798948275892,19,140,
2020-05-19 19:30:00,0.0,0.0,22.179475777011497,20.7113317454023,0.0001525469979310345,0.6101879917241381,0.0,-1.4681440316091958,19,140,
2020-05-19 20:00:00,0.0,0.0,24.026562916666663,22.018018618390805,0.0027053815399999,10.8215261599996,0.0,-2.008544298275858,20,140,
2020-05-19 20:30:00,0.0,0.0,24.071562694252872,23.00869162931035,0.001312667582408,5.250670329632,0.0,-1.0628710649425237,20,140,
2020-05-19 21:00:00,0.0,0.0,24.077597498275853,23.077531097701147,0.00017997192003444998,0.7198876801377999,0.0,-1.0000664005747062,21,140,
2020-05-19 21:30:00,0.0,0.0,24.319949366666666,23.2351491,2.5593588666666667e-06,0.010237435466666667,0.0,-1.0848002666666652,21,140,
2020-05-19 22:00:00,,,,,,,,,22,140,
2020-05-19 22:30:00,,,,,,,,,22,140,
2020-05-19 23:00:00,,,,,,,,,23,140,
2020-05-19 23:30:00,,,,,,,,,23,140,
2020-05-20 00:00:00,0.0,0.0,23.50438506896552,21.389197034482763,2.7799998827586205e-05,0.11119999531034482,0.0,-2.115188034482756,0,141,
2020-05-20 00:30:00,0.0,0.0,24.69240406666667,22.599083466666656,0.0001420447746666,0.5681790986663999,0.0,-2.0933206000000126,0,141,
2020-05-20 01:00:00,,,,,,,,,1,141,
2020-05-20 01:30:00,,,,,,,,,1,141,
2020-05-20 02:00:00,,,,,,,,,2,141,
2020-05-20 02:30:00,,,,,,,,,2,141,
2020-05-20 03:00:00,,,,,,,,,3,141,
2020-05-20 03:30:00,,,,,,,,,3,141,
2020-05-20 04:00:00,0.0,0.0,24.191343172413795,23.287200793103448,3.309451227586207e-05,0.13237804910344828,0.0,-0.9041423793103469,4,141,
2020-05-20 04:30:00,,,,,,,,,4,141,
2020-05-20 05:00:00,,,,,,,,,5,141,
2020-05-20 05:30:00,0.0,0.0,23.686161400000003,21.987447133333337,0.0004734719072,1.8938876288,0.0,-1.6987142666666664,5,141,
2020-05-20 06:00:00,28.47672619047619,27.520813492063493,23.650636868965517,22.346613144827586,0.0230811191477011,92.3244765908044,0.30844178317619075,-1.3040237241379309,6,141,0.9664317909292398
2020-05-20 06:30:00,91.33069444444443,88.67841269841269,23.870233409195396,23.611397701149425,0.0673922120287356,269.5688481149424,0.3388028516021318,-0.25883570804597156,6,141,0.970959579775832
2020-05-20 07:00:00,191.32916666666665,187.31472222222223,24.315440237356324,25.828047935632185,0.14053908082356315,562.1563232942526,0.3403486872574378,1.5126076982758612,7,141,0.9790181261206328
2020-05-20 07:30:00,418.2435714285714,410.6461111111111,25.17654722011494,30.49339784712643,0.32235590379885054,1289.4236151954021,0.32436475220378974,5.31685062701149,7,141,0.9818348425738858
2020-05-20 08:00:00,522.396111111111,512.1930555555556,25.934769649999996,33.455080450000004,0.3905854021666666,1562.3416086666664,0.334367406086646,7.520310800000008,8,141,0.9804687375373946
2020-05-20 08:30:00,686.6143650793651,672.4269841269842,26.634487522988508,36.24735481091955,0.5001204791551724,2000.4819166206898,0.34322447974897324,9.612867287931046,8,141,0.9793371917717727
2020-05-20 09:00:00,766.4306349206349,750.0775198412698,27.50854955344828,39.52308475747127,0.6051907882816092,2420.763153126437,0.3166070311053698,12.014535204022987,9,141,0.9786632810142584
2020-05-20 09:30:00,728.3132142857143,712.4537103174603,28.364727736781607,42.969080129885064,0.6666838833850575,2666.73553354023,0.27311040225981487,14.604352393103458,9,141,0.9782243358253385
2020-05-20 10:00:00,560.1596230158731,547.1733134920635,28.751257314942524,44.75952035344827,0.8058121384655172,3223.248553862069,0.17378728746956065,16.00826303850575,10,141,0.9768167697380759
2020-05-20 10:30:00,306.2033333333333,298.5863888888889,29.763514712643673,47.90963284252873,0.8806959726781609,3522.783890712644,0.08692083954982255,18.146118129885057,10,141,0.9751245541270689
2020-05-20 11:00:00,309.2576984126984,301.56305555555554,30.35034033908046,49.005294636206905,0.8892489232011495,3556.9956928045976,0.08694351219999844,18.654954297126444,11,141,0.9751189933293931
2020-05-20 11:30:00,322.41333333333336,314.3536111111111,31.194527166666663,51.796562066666674,0.8984654225,3593.86169,0.08971222633037204,20.60203490000001,11,141,0.9750018954275395
2020-05-20 12:00:00,457.20847222222227,445.7775793650794,31.73723357011495,52.053303768390805,0.9061021602011494,3624.408640804598,0.1261470539151801,20.316070198275856,12,141,0.9749985104134576
2020-05-20 12:30:00,429.6728373015873,418.9320039682539,32.192038677011496,52.14304370402297,0.9014801411666666,3605.9205646666665,0.11915759917504078,19.951005027011476,12,141,0.9750022984911322
2020-05-20 13:00:00,423.2552777777778,412.6708333333333,32.9557376770115,53.0902246862069,0.8874738907241378,3549.8955628965514,0.11923034643656417,20.134487009195404,13,141,0.9749927644139108
2020-05-20 13:30:00,397.4838888888889,387.7192658730159,33.44739611551724,52.43851367931034,0.8353537941551726,3341.4151766206905,0.1189567497238941,18.991117563793097,13,141,0.975433914961513
2020-05-20 14:00:00,598.6884803921569,584.5926470588236,34.048057418300644,52.61270414379084,0.7965832219607841,3186.3328878431366,0.18789263440626117,18.5646467254902,14,141,0.9764554792768015
2020-05-20 14:30:00,763.4842424242423,746.3481818181818,34.4261511683908,50.972012338505735,0.7193797947068965,2877.519178827586,0.265327247179397,16.545861170114932,14,141,0.9775554495379637
2020-05-20 15:00:00,879.795,860.6493939393939,34.71839264770115,49.50088820689655,0.6215763354195402,2486.305341678161,0.35385637687049815,14.782495559195397,15,141,0.9782385600502321
2020-05-20 15:30:00,815.125551948052,797.7687445887445,35.01771506494253,47.96641006896552,0.5487047940689656,2194.819176275862,0.37138619926364297,12.948695004022994,15,141,0.9787065841356257
2020-05-20 16:00:00,526.9268831168831,516.6659632034632,34.66285198735632,43.368785709770115,0.35010476406896546,1400.4190562758617,0.3762637196027175,8.705933722413796,16,141,0.9805268619951132
2020-05-20 16:30:00,361.38257575757575,355.14818181818185,33.86267555574713,38.683271635057466,0.23986252399999994,959.4500959999998,0.3766559378796246,4.820596079310334,16,141,0.9827484932655522
2020-05-20 17:00:00,291.1995238095238,285.8054653679653,33.50382004195403,36.982560804022995,0.1942051670804597,776.8206683218389,0.37486067979962534,3.4787407620689663,17,141,0.9814764173684337
